name,address,city,state,zip_code,latitude,longitude,Discription,Accessible,Smooth,Elivators,Ramps,Sound,Brail,SightImpared,Bathrooms,single-entrance
Fountain Park,12925 North Saguro Blvd.,Fountain Hills,AZ,85268,33.604094,-111.714081,Adjacent ADA parking,True,True,True,False,True,False,False,True,False
Four Peaks Park,14825 North Del Cambre Avenue,Fountain Hills,AK,85268,33.6210412,-111.7099477,,True,True,True,False,True,False,False,True,False
Desert Vista Park,11800 North Desert Vista Drive,Fountain Hills,AZ,85268,33.5929483,-111.70681,Adjacent ADA parking,True,True,True,False,True,False,False,True,False
Rocket Park,1827 North 26th Street,Grand Junction,CO,81501,39.0838943,-108.5344034,"The new playground has inclusive playground features like ramps, swing chairs, sensory toys, and pour-in-place surfacing eliminating barriers allowing children of all ages and abilities an equal opportunity to play.",True,True,True,False,True,False,False,True,False
NARA,25 Ledge Rock Way,Acton,MA,1720,42.51793,-71.412689,Joseph Lalli Miracle Field is an all-accessible baseball field with  accessible dugouts  and a poured rubberized surface.,True,True,True,False,True,False,False,True,False
Denver,8801 East Martin Luther King Jr Boulevard,Denver,CO,80278,39.7600026,-104.8852316,,True,True,True,False,True,False,False,True,False
Hess-Hathaway Park,825 South Williams Lake Road,Waterford,MI,48327,42.628348,-83.4403169,,True,True,True,False,True,False,False,True,False
Unity Park,56 First Street,Turners Falls,MA,1376,42.6050378,-72.5503295,,True,True,True,False,True,False,False,True,False
Tilles County Park,9551 Litzsinger Road.,Ladue,MO,63124,38.621839,-90.365589,This 8000 square foot playground  features an interactive spray fountain sporting 25 spray features.,True,True,True,False,True,False,False,True,False
Bogan Park,2723 North Bogan Road,Buford,GA,30519,34.1276045,-83.9498628,"The playgrounds are ADA-accessible with an engineered wood fiber surfacing, concrete ramps, several activity panels, drums and a hand cycler. Bridges, climbers and slides will also be able to be accessed from transfer platforms for children who are able to pull themselves out of their wheelchair.",True,True,True,False,True,True,False,True,False
Blyth Park,16950 W. Riverside Dr.,Bothell,WA,98011,47.7506684,-122.2084184,A picturesque park with wooded hillside and views of the Sammamish River with accessible paved paths.,True,True,True,False,True,False,False,True,False
Franzen Play-For-All Park,730 Catalpa,Itasca,IL,60143,41.978324,-88.020596,"The park was given an educational theme with math, spelling and science fun facts throughout the park and on the accessible pathways.",True,True,True,False,True,False,False,True,False
Central Park,600 19th Street,Bakersfield,CA,93301,35.3761658,-119.0038725,,True,True,True,False,True,False,False,True,False
Beaverdam Park,9537 Farys Mill Road,Gloucester,VA,23061,37.4712713,-76.5641373,,True,True,True,False,True,False,False,True,False
Athan Downs Park,2975 Montevideo Drive,San Ramon,CA,94583,37.7478398,-121.9562653,,True,True,True,True,True,True,True,True,False
Marsh Creek Community Center,3016 New Hope Rd,Raleigh,NC,27604,35.8219963,-78.5691227,,True,True,True,False,True,False,False,True,False
DannielleSmall,514 Method Road,Marietta,GA,30067,35.792695,-78.6947579,,True,False,True,False,True,False,False,True,False
Brendan's Playground,810 Shepard,O'Fallon,MO,63366,38.812497,-90.686278,This playground and splash pad are all inclusive.,True,True,True,True,True,True,True,True,True
Bloom Playground,1006 West Lincoln Avenue,Belvidere,IL,61008,42.257339,-88.858884,We refer to the playground as a universally accessible playground and encourage both able bodied and disabled to use the facility. A shelter and a water feature and handicappled parking are also nearby.,True,True,True,False,True,False,False,True,False
Salisbury Equestrian Park and Sports Complex,11920 N Motsenbocker Rd,Parker,CO,80134,39.5010106,-104.77291830000001,,True,True,True,True,True,True,True,True,False
Darrell's Dream Boundless Playground Complex,490 Hemlock Park Road,Kingsport,TN,37663,36.5021593,-82.4955057,"A complex of 2 playgrounds, a sand island, a maze with interactive exhibits, sound play interactive items throughout playground, a fully accessible treehouse, an ampitheater and the Lion's Narnia Braille Trail with 8 interactive stations around a 3/4 mile trail specially designed for the blind, sight and hearing impaired.",True,True,True,False,True,False,True,True,False
Virginia Beach,100 2nd St,Virginia Beach,VA,23451,36.8125768,-75.9840584,On the beach,True,True,True,False,True,False,False,True,False
Magical Moments Playground,221 Reno Avenue,Bismarck,ND,58504,46.7897559,-100.788009,,True,True,True,True,True,False,False,True,True
Beckett Park,8564 Beckett Road,West Chester Township,OH,45069,39.3438886,-84.4435442,,True,True,True,False,True,False,False,True,False
Central Park of Morris County,91 Central Avenue,Parsippany,NJ,7950,40.82966,-74.49482,,True,True,True,False,True,False,False,True,False
Ross's Landing,Riverfront Parkway,Chattanooga,TN,37402,35.0489299,-85.321667,The playground sits on a prime downtown riverfront location.,True,True,True,False,True,False,False,True,False
Children's Home/Chambliss Shelter,315 Gillespie Road,Chattanooga,TN,37411,35.028504,-85.24288,,True,True,True,False,True,False,False,True,False
Siskin Children's Institute,1101 Carter St.,Chattanooga,TN,37402,35.043552,-85.313305,The playground also serves as a learning laboratory and testing facility for ADA-accessible components,True,True,True,False,True,False,False,True,False
Mt. Trashmore Signature Park,300 Edwin Dr.,Virginia Beach,VA,23452,36.82865,-76.12297,,True,True,True,False,True,False,False,True,False
2nd street Ocean Front,2nd Street & Ocean Front,Virginia Beach,VA,23454,36.8653194,-76.0507949,Playground is located on the sand at the ocean front,True,True,True,False,True,False,False,True,False
Founders Park,11675 Hazel Dell Parkway,Carmel,IN,46032,39.95797,-86.0744,"The park consists of 39 Acres, a shelter, playground, walking trails, pond, and boardwalk.",True,True,True,False,True,False,False,True,False
Wesley Coan Park,"1530 Woodbine Avenue, SE",Atlanta,GA,30317,33.751705,-84.336381,,True,True,True,False,True,False,False,True,False
Sedgwick County Park,6501 West 21st St N,Wichita,KS,67205,37.723214,-97.421481,,True,True,True,False,True,False,False,True,False
Stuart Civitan Park,802 20th St NW,Cleveland,TN,37311,35.17558,-84.87847,"The playground offers ramps throughout the play system so that children in mobility devices could explore the play space alongside their peers. There are ground level and accessible, elevated activities like interactive panels and musical instruments that encourage cooperative play.",True,True,True,False,True,False,False,True,False
Hart Park,7300 W Chestnut Street,Wauwatosa,WI,53213,43.0458148,-88.0037162,"This fully inclusive playground  includes woodland play areas with play sculptures that draw from the area's history, including a partially dug out canoe, log climbers, and an eagles nest. The ""spine of access"" design allows people in mobility devices to explore all areas of the play system, from ground level interactive panels to the top of the eagle's nest.",True,True,True,True,True,False,False,True,False
City Lake Park,101 Holly Park Drive,Mesquite,TX,75149,32.7638791,-96.5994251,,True,True,True,False,True,False,False,True,False
Colerain Elementary,499 East Weisheimer Road,Columbus,OH,43214,40.0547355,-83.0064284,,True,True,True,True,True,True,False,True,False
Diamond in the Pines,1940 Route 112,Coram,NY,11727,40.88453,-73.01164,,True,True,True,False,True,False,False,True,False
Jones Beach State Park,"1 Ocean Parkway,",Wantagh,NY,11793,40.59668,-73.50683,,True,True,True,False,True,False,False,True,False
Northwoods Academy,709 Pierce Avenue,Macon,GA,31204,32.86791,-83.66225,,True,True,True,False,True,False,False,True,False
Emma Ward Elementary School,1150 U.S. 127 Bypass,Lawrenceburg,KY,40342,38.0437821,-84.9135237,,True,True,True,False,True,False,False,True,False
Signal Centers,109 North Germantown Road,Chattanooga,TN,37411,35.026419,-85.2463609,,True,True,True,False,True,False,False,True,False
Limitless Playground,700 Hull Road,Ormond Beach,FL,32174,29.3097051,-81.11523,"The poured in place surfacing provides a safe foundation for play and the bright colors offer developmental benefits for children with cognitive disabilities. Slides, swings, musical play events and climbers were included to provide a fun way for children to interact with one another in an inclusive environment.",True,True,True,False,True,True,False,True,False
Jacob's Park,8500 Jog Road,Boynton Beach,FL,33472,26.549498,-80.14833,"The play environment was designed with equipment and surfacing hat specifically addresses the physical, social, sensory, cognitive and communication needs of all children along various levels of challenge.",True,True,True,False,True,False,False,True,False
100% Playground,"Glenwood Rd, E 100 & E 101 Sts",Brooklyn,NY,11236,40.6465,-73.8992,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
110th St & Lenox Ave Playground,110 ST & LENOX AVE,New York,NY,10025,40.7975,-73.9518,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
110th St Playground,110 ST & CATHEDRAL PKWY,New York,NY,10025,40.7998,-73.9571,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
115th Street Playground,"14 Rd, 115 St, 14 Ave",College Point,NY,11356,40.7852,-73.8526,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
157th St Playground,157 ST & 116 AVE,Jamaica,NY,11434,40.6847,-73.7864,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
79 St Playground,79 ST & SHORE RD,Brooklyn,NY,11209,40.6316,-74.0396,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Addabbo Playground,"BET 81-82 STS, N CONDUIT AVE",Ozone Park,NY,11417,40.6731,-73.854,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Admiral Farragut Playground,"E 176 St, Crotona Ave, Prospect Ave",Bronx,NY,10457,40.843,-73.892,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Admiral Park,"Little Neck Pkwy, 42 To 43 Aves",Little Neck,NY,11363,40.771,-73.7379,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Admiral Playground,"Clinton St, Nelson St, Hamilton Ave",Brooklyn,NY,11231,40.6769,-74.0011,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Adventure Playground,68 ST & CENTRAL PARK WEST,New York,NY,10023,40.7733,-73.9775,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Adventure Playground,W 164 ST & EDGECOMBE AVE,New York,NY,10032,40.8364,-73.9367,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Adventure Station,INSIDE WILLOWBROOK PARK ADJ TO CAROUSEL FOR ALL CH,Staten Island,NY,10314,40.6031,-74.1581,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Albert H. Mauro Playground,PARK DR EAST & 73 TERRACE,Flushing,NY,11367,40.7227,-73.827,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Alley Athletic Playground,"WINCHESTER BLVD, UNION TPKE",Bellerose,NY,11426,40.7395,-73.7343,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Alley Park,67 Ave & 230 St,Oakland Gardens,NY,11364,40.7472,-73.7451,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Alley Pond Park: Near Ballfield,NR SPRINGFIELD LOT/BALLFIELDS,Oakland Gardens,NY,11364,40.7415,-73.7488,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Ampere Playground,101 Ave Bet 82 & 83 Sts,Ozone Park,NY,11416,40.6815,-73.857,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Andrews Playground,"49 Ave, Vernon Blvd, 5 St",Long Island City,NY,11101,40.7434,-73.9548,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Angelo Campanero Playground,GUN HILL/EASTCHEST RDS/O'NEIL,Bronx,NY,10469,40.8681,-73.8429,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
TimothyX,BROADWAY & DYCKMAN ST,Akron,OH,44305,40.8652,-73.9288,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,False,True,False,True,False,False,True,False
Arcilla Playground,"Park, Clay, Teller Aves, E 164 St",Bronx,NY,10456,40.8271,-73.9143,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Arlington Edinboro Playground,W 140 ST & ST NICHOLAS AVE,New York,NY,10031,40.8205,-73.9468,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Arrochar Playground,"Sand Lane, Major & Mcfarland Aves",Staten Island,NY,10305,40.5978,-74.0706,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Asser Levy Playground,SURF AVE & 5 ST,Brooklyn,NY,11224,40.5752,-73.9722,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Asser Levy Playground,"E 23 To E 25 Sts, Fdr Drive",New York,NY,10010,40.7363,-73.9756,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Astoria Health Center Playground,"14 St, 31 Ave",Astoria,NY,11106,40.7679,-73.9326,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Augustus Saint Gaudens,"2 Ave, E 19 To E 20 Sts",New York,NY,10003,40.7356,-73.9822,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Bailey Playground,"W 234 St, Bailey Ave, W 238 St",Bronx,NY,10463,40.8816,-73.9004,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Baisley Park South,150 ST & 130 AVE,Jamaica,NY,11434,40.6692,-73.7882,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Bartlett Playground,Bartlett St & Throop Ave,Brooklyn,NY,11206,40.7009,-73.946,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Baruch Playground,"Rivington, Mangin Sts & Baruch Pl",New York,NY,10002,40.7173,-73.9768,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
